Artist(s),song,text,Length,emotion,Genre,Album,Release Date,Key,Tempo,Loudness (db),Time signature,Explicit,Popularity,Energy,Danceability,Positiveness,Speechiness,Liveness,Acousticness,Instrumentalness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Exercise,Good for Running,Good for Yoga/Stretching,Good for Driving,Good for Social Gatherings,Good for Morning Routine,Similar Artist 1,Similar Song 1,Similarity Score 1,Similar Artist 2,Similar Song 2,Similarity Score 2,Similar Artist 3,Similar Song 3,Similarity Score 3
The Exploited,I Believe in Anarchy,I Believe In Anarchy let's see you pogo! GO!  I'm not ashamed of being a Punk And i don't care and don't give a damn And i don't care what you say Cause i believe in anarchy  I I I I I'm not afraid And I I I I I'm not ashamed Cause I stil believe in anarchy  Go to a pub and pick up a byrd You take her back for the casual fuck You drive her home in your old mans car But you have to go duchess cause you've got no doms  (Chorus) I'm not afraid of having a Fight And i'm not ashamed about getting drunk And i don't care what you say cause I believe in Anarchy,02:02,joy,"hardcore,punk,thrash metal",Punk's Not Dead,1st January 1981,B Maj,120,-1.76db,4/4,Yes,20,96,54,34,22,22,1,0,0,0,0,0,0,0,0,0,0,Touché Amoré,Huckleberry,0.9603269035272533,"AFROJACK,Mightyfools,Laidback Luke",Keep It Low,0.9560774303445656,Rise Against,Obstructed View,0.9477325533726346
The Fall,Hexen Definitive / Strife Knot,"Tied up to posts Blindfold so can't feel maintenance Kickback art thou that thick? Death of the dimwits  Businessman hits train Businessman hits train His veiled sex seeps through his management sloth The journey takes one hour  And it's a hexen hour Hexen school, hexen cursed Hexen bowl boils, hexen rule Explain the mood harm  The DDR scene Alpine pullovers Alpine give over You can clutch at my toes You will drive me insane You know nothing about it It's not your domain Don't confuse yourself With someone who has something to say Cause it's a hexen rain Hexen fodder, hexen cursed Hexen bowl boils, hexen rule Explain the mood harm  While greenpeace looked like saffron on the realm Brown, shrivelled A Kellog's peace The opposition was down Red church on a hill Red church on a hill Styrofoam insides Aluminium tiers Louis Armstrong tapes waft down the aisles  And it's a hexen hour Hexen file, hexen rule Hexen bowl boils Hexen rule in the hour of the fall  It takes grace to play the second fiddle well His cap emblazoned a crusty knife Live only one, was these you ate Goes with you down, and pats your head  That's strife knot, strife k-not Strife is life and don't forget it Strife is life, you don't wanna hear it Could be thirteen or thirty one of this mob Could be thirteen or thirty one of this mob Strife knot, strife k-not Life is strife but you don't wanna hear it Strife is life and that's it And that's it, and that's it And that's it",06:59,anger,"rock,electronic,alternative rock",Perverted By Language (Expanded Edition),20th June 2005,C Maj,115,-12.66db,4/4,No,7,50,53,55,6,37,38,44,0,0,0,0,0,0,1,0,0,Wishbone Ash,Rock 'n Roll Widow,0.9502626963252203,omisteryo,Fear Of The Unknown,0.9388078615796389,Rev. Gary Davis,Hesitation blues - 2095069,0.90264039476833
The Format,Janet,"I lost my memory In a cab back in the city It's somewhere off of Lexington Just something that the east coast does to me Makes me forget who I am  Well so c'mon and hold me Don't put out the lights I wanna see that look in your eyes I know that lately I've been out of your sight Being here has never felt so right  I'm falling in love with you Balloons or no balloons So it's time I forget the past And just learn to love what I have And I love waking up to your laugh, oh  Something about the midwest honey, oh It makes me miss you more than a lot Could be the trees that stand alone in the fields They remind me every couple of miles I'd love to stop our lives, stop everything Just so we could move far away We'll live alone together with the sweat of the summer With the chill of the cold winter air, oh yeah I'm falling in love with you For more reasons than 22 So it's time I forget the past And just learn to love what I have 'Cause I love waking up to your laugh, yeah, whoa, oh whoa  Won't you put it in drive C'mon and get me back home I'll spend the rest of my life With only you by my side Won't you put it in drive C'mon and get me back home I'll spend the rest of my life With only you by my side  Alright  I'm falling in love with you Balloons or no balloons It's time I forget the past And just learn to love what I have 'Cause I love waking up to your laugh, yeah, whoa, oh whoa  Won't you put it in drive C'mon and get me back home I'll spend the rest of my life With only you by my side",03:48,sadness,hip hop,Snails - EP (Bonus Track Version),28th May 2007,B Maj,123,-6.64db,4/4,No,17,59,39,48,4,6,0,0,0,0,0,0,0,0,0,0,0,Alice Cooper,Yeah Yeah Yeah,0.9730918909353083,Journey,Anyway,0.9729748024951256,"Ohio, Defiance",This Year,0.9701714828768994
The Futre´s Project,See It to Believe It,"(I ain't saying shit nigga, I'm reading this Ya sold out now fool...)  [Hook: Sisqo] Gotta see it to believe it Gotta see it to believe it Gotta see it to believe it Gotta see it to believe it Gotta see it to believe it Gotta see it to believe it  [Verse 1: Test] I'm setting goals, I'm reaching achievements Like fuck a club, fill up arenas Yesterday, lil mama ain't wonna give me none She died today, she turned around and wanna give me som Versace all up in my optics G all in my code My plane ticket read out where ever the fuck I wanna go (Bitch I'm Gone) Chilling hard leaving large in another country (Shining) With a bad Spanish bitch I did the humpdy donkey Tim Duncan with them packs, (Who that?) Oh yeah that's me nigga Jump out with this rap shit (that god), thank G-O-D nigga Cause we supposed to be locked up For all this shit that we done rocked up So when I pull 'em and they pop 'em, I'm thankful (I just...turn on) Seeing is believing (what you tell em?) I tell 'em look at here Bentleys in the front and the rear He'll know I ain't lyin (gotta see it to believe it) Check out a nigga flying [Hook]  [Bridge: Sisqo] Look, regardless I'm a real money maker I take my niggas with me they some real participators So everybody shine Gotta see it to believe it Now everybody flyin Gotta see it to believe it  [Verse 2: Future] Rockstar, you wouldn't even believe it I woke up with 5 bitches dis evening (you gotta see it to believe me) I'm on the pain and lean and I'm still speeding My scarf around my neck, Alexander Mcqueenin Skulls on my back, ya so many skeletons Pockets so fat, I walk with an elephant (I walk with the rats) Ain't nothing change about the keeper of my residence (Its Satan's) I'm a Freeband President I'm in London and France, like I'm back in the hood (Young Mexico) They greet me like an astronaut and it's understood (Young Pluto) I'm outta here, ain't gon never come to Earth again Everything on me designer, I was born to win (Designer!!) Dark ass frames (Frees), I'm like Michael Jack (Whoo!) Left the trap in a Phantom And I ain't coming back [Hook]  [Bridge]  [Verse 3: Test] It's plain to see It's clear to say that I got my swag from my dope boy (Jyah) Been out here on my own so I already know boy Been down and out (I was) Been caught up in a slum (I did) Now I finna be the shit and bitch I'm bout to take a dump (Lego) I'm just boss hoggin on bitches niggas (C'mon) Skeet skeetin' on bad hoes (Hey baby) Breaking down my bad habits And counting money, trying to count mom's (Ya see me) Every time they play my song I see my mama cry (Brenda) Happy that her son done made it Thankful that I tried It's gotta be God, it's gotta be yours (that nigga's) It's gotta be me, I'm thankful for her (For what?) Everything I get, huh? even if it's a little bit' I make her turn a lot, watch me hit the Shot Switch, (turn on) and the crowd goes crazy He just won the game he's amazin'  [Hook] [Bridge]",02:40,joy,hip hop,45,14th April 2024,D min,135,-10.29db,4/4,No,26,61,70,55,6,34,5,11,0,0,0,1,0,0,0,0,0,The Futre´s Project,Never Satisfied Original Version,0.9989352906054264,The Futre´s Project,Future Be Like,0.9989352906054264,The Futre´s Project,Purple Coming In,0.9975930387368723
The Growlers,Heehaw Stomp,Soft hands with your head hanging low You got no plans and nowhere to go You're always lying ‘round and you're always waiting With your no good reasons for your complaining  I got no time or sympathy for the kind Who put their needs ahead and leave their morals behind I got no time and too much weight on my spine to give you Sense and a dime to hear yo shuffle and whine  The man of today Don't have a back for the weight Nobody to wait for food on the plate  Soft hands why don't you do it yourself Instead of waiting on everyone else Pick up your limp chin and tighten up your belt Instead of waiting for your shadows to help  I got no time or sympathy for the kind Who put their needs ahead and leave their morals behind I got no time and too much weight on my spine to give you Sense and a dime to hear yo shuffle and whine The man of today The man of today  Soft hands why don't you do it yourself Instead of waiting for your uncle to help Pick up your limp chin and tighten up your belt Instead of waiting for your shadows to help  I got no time or sympathy for the kind Who put their needs ahead and leave their morals behind I got no time and too much weight on my spine to give you Sense and a dime to hear yo shuffle and whine  The man of today The man of today The man of today has withered away,03:16,sadness,"psychedelic rock,garage rock",Are You In Or Out?,6th October 2009,E min,122,-6.08db,4/4,No,24,73,53,64,3,71,60,0,0,0,0,1,0,0,0,0,0,Kirk Franklin,Call On The Lord,0.9880812622506617,"Kait Kerrigan & Brian Lowdermilk,Lindsay Mendez",I Didnt Say Goodbye,0.9758555730655876,"Kait Kerrigan & Brian Lowdermilk,Lindsay Mendez",Miles to Go,0.9758555730655876
The Interrupters,Liberty,"Drones in the sky Government lies Keeping an eye out Tell me why they violate rights Blue and red lights Billy club fights on my streets at night  Where did my liberty go? Where did my liberty go? Now they're taking over And they got complete control Where did my liberty go?  Poverty's high, barely get by They want you to suffer before you die There's no moving up Too many mouths to feed Take all they want from the ones who need Better quiet down, don't speak your mind Nod your head like everything's fine Don't verbalize it Cause if they hear you They'll hunt you down and disappear you Where did my liberty go? Where did my liberty go? They took it all away, they got complete control Where did my liberty go?",01:54,anger,punk rock,The Interrupters (Deluxe Edition),5th August 2014,E Maj,135,-0.79db,4/4,No,27,100,50,68,10,18,0,0,0,0,0,0,0,0,0,0,0,Good Riddance,Dont Have Time,0.976176231059665,Teenage Bottlerocket,Rebound,0.9760983611902979,"Bad Cop, Bad Cop",Nightmare,0.9754645060403385
"The Notorious B.I.G.,Faith Evans,The Game",1970 Somethin',"(feat. The Game, Faith Evans)        [B.I.G.]        1970 Somethin' nigga i don't sweat the date my moms was late,    So i had to plan my escape, out the skins,    In this world the fly girls, tangeray and hennesey,    Untill i call earl, 10 months in this gut, wut the fuck,    I wish moms would hurry up, so i can get buck wild,    Juvenile with the mics n shit, New York New York, ready for the likes of this,    Then came the worst date, May 21st 2:19 was when my moma water burst,    No spouse in the house, so she rolled herself,    To the hospital, to see if she could get a little help,    Umbilicle cords wrapped around my neck,    Im seein' my death, and i ain't even took my first step,    I made it out im bringin' mad joy,    The docter looked and said he's gonna be BAD BOY!        [Faith Evans]        I remmember back in time, before all the homies died, before all the dollars  and nines, i knew that i was    Goin' somewhere, let me take you back in time, before i even got the rhyme,  before i had nickels and    Dimes, i knew that i was goin' somewhere,        [The Game]        Would pac be alive, if u let pac drive,    Swear to god to reverse it i give my left eye,    With the right i visualized, the king of bed-stuy,    Checkin his daughter tianna into junior high,    If i was in brooklyn, and B.I. was still alive,in 2006 it might sound like  this,    N.Y. 718 212, with sues rendevouz,    Its like moulin rouge,    High fashion, up town air force ones,    And vasquez, puerto ricans with fat asses    Lace dutch masters, we dump ashes, on models and S classes,    For you bastards, catch a cab to manhattan,    With that broadway actin', u hype that belly shit,    Would u get u capped, and wrapped in plastic,    Tell the captain, S Roge was happennin',    Out here nor speak no evil, inside the magnum        [Faith Evans]        I remmember back in time, before all the homies died, before all the dollars  and nines, i knew that i was    Goin' somewhere, let me take you back in time,        [B.I.G.]        Now i'm 13 smokin' blunts, makin' green,    On the drug scene, fuck the football team,    Risk it, rupt ur spleens, by the age of 16,    Hearin' the coach scream, make my lifetime dream,    I mean, i wanna blow up, stack my doe up,    So school i didn't show up, and fucked my flow up,    Mom said that i should grow up, and check myself,    Before i wreck myself, disrespect myself,    Put the drugs on the shelf, naww! i couldn't see it,    Scarface king of New York, i wanna be it,    Rap was secondary, money was neccessary,    Untill i got encarcerated, kinda scary,    See 74' march 8, set me straight, not able to move behind a great steel gate,    Time to contemplate, damn were did i fail,    All the money i stacked, was all the money for bail,        [Faith Evans]        I remmember back in time, before all the homies died, before all the dollars  and nines, i knew that i was    Goin' somewhere, let me take you back in time, before i even got the rhyme,  before i had nickels and    Dimes, i knew that i was goin' somewhere,    ",03:25,anger,hip hop,Duets: The Final Chapter,13th December 2005,G# Maj,97,-5.31db,4/4,Yes,61,64,79,48,32,8,9,0,0,0,0,0,0,0,0,0,0,"The Notorious B.I.G.,Faith Evans,The Game",1970 Somethin,0.9978391132478305,"Eminem,Ed Sheeran",Those Kinda Nights,0.9885679673743455,Chris Brown,Shitted on Em,0.9838071554354599
The Oozes,Blah Blah Blah,"[Intro] Wah, blah blah blah Wah, blah blah blah  [Verse 1] Not a sweet boy, you're an Eton mess Go home pudding, you couldn't care less For the people you're hurting there's no excuse No matter who can see or who you wanna seduce  Not a sweet boy, you're an Eton mess Go home pudding, you couldn't care less For the people you're hurting there's no excuse No matter who can see or who you wanna seduce  [Chorus] Wah, blah blah blah Wah, blah blah blah  [Verse 2] Get out of here You don't deserve that chair Take a seat elsewhere You don't deserve that chair [Verse 3] You've ruined the colour blue for me I'm surrounded by a deep dark sea You've lied to us, and honestly You've ruined the colour blue for me You've ruined the colour blue for me I'm surrounded by a deep dark sea You've lied to us, and honestly You've ruined the colour blue for me  [Chorus] Wah, blah blah blah Wah, blah blah blah Blah! x 12 Wah, blah blah blah Wah, blah blah blah  [Verse 4] You've ruined the colour blue for me I'm surrounded by a deep dark sea You've lied to us, and honestly You've ruined the colour blue for me You've ruined the colour blue for me I'm surrounded by a deep dark sea You've lied to us, and honestly You've ruined the colour blue for me",03:52,sadness,hip hop,Blah Blah Blah,1st January 2020,E Maj,90,-6.84db,4/4,Yes,52,71,39,36,3,14,1,6,0,0,0,0,0,0,0,0,0,Palaye Royale,Little Bastards,0.9752667117485171,Joji,WANTED U,0.9689021071757264,W.A.S.P.,Cries in the Night,0.9682636731921064
The Peacemaker Project,It Really Hurts,"You just came into my life I still think about that time You told that you won't let me go You told me you would never go  We were like fire and ice Burned down the nights And you had me so close  Now you're covered in silence And have left me behind The last thing I want you to know  It hurts Since you decided to go It really hurts, really hurts my soul It hurts  It hurts  We were faster than the speed of light When you had what you want I felt loss like never before I still can't understand that we are strangers again And you don't care any, anymore Anymore Anymore And you don't, you don't care anymore Still can't accept that you've gone Still think time will bring you back But no sign, no send, no call Any hour can forget  It hurts Since you decided to go It really hurts, really hurts my soul  It hurts Since you decided to go It really hurts, really hurts my soul, my soul, my soul  It really hurts my soul  It really hurts Really, really, really hurts my soul Oh my soul Oh my soul It really, it really hurts my soul",05:39,sadness,hip hop,It really hurts,12th July 2013,G min,122,-10.35db,4/4,No,7,58,73,34,5,19,1,55,0,0,0,0,0,0,0,0,1,Astrid Mars,Shattered,0.9703650419697962,John Grant,Tempest,0.968526567493109,AFFKT,Dark Sun Riders,0.9679713913578867
The Radio Dept.,The Absence of Birds,There’s a drum beat And a verse Flooding my street And the girls they seem ecstatic This time it’s not on them To take the blame For the commotion  In the front seat Of the car you left out here I’ve spent far too many hours Still can’t drive Just playing through these tapes Til it gets light outside  These are things I shouldn’t do Just wish I was close to you Instead a block party with neighbours These amplified words And the absence of birds Roll down the windows Not a choice Find the endo I bet these boys will keep on dancing all night For once they’re not the ones being blamed For the commotion  Like the drumbeat Like the noise Loves the concrete I hope this voice while it still lingers This song Escapes the tape To reach your distant ears where it belongs  These are things I shouldn’t say These are things I shouldn’t do These are things I shouldn’t say Just wish I was close to you Instead this block party with neighbors These amplified words And the absence of birds,04:09,joy,hip hop,The Absence of Birds,7th February 2020,C Maj,104,-9.06db,4/4,No,22,51,64,73,2,11,53,0,0,0,0,0,0,0,0,0,0,David Allan Coe,Bossier City,0.9800008524181356,"Nick The Nightfly,Maurizio Costanzo,Andrea Bocelli",Semplicemente,0.9752733381579818,Seal,Let Yourself,0.9737195008395236
The Stone Roses,Where Angels Play,"Come with me to a place no eyes have ever seen A million miles from here where no one's ever been God-given grace and a holy Heaven face I'm on the edge of something shattering I'm coming through  ""Ok, let's fly"", she says, ""this carpet's made for two"" This ugly little box, no place for me and you Our carpet falls on a dew-fresh daffil plain Take a look around, there's something happening All the colors fade  I don't want you now, bang, bang, bang, gone Oo, I don't need you now, the seeds are sown Oo, bang-bang, pretty-pretty, bang-bang I don't think so, no, no I don't think so, no, no Bang-bang, bang-bang  Below, the country rolls like a mighty boiling sea The warm, red Sun gives up and sinks into the trees But I'm no fool, I can't stand here betrayed Take a look around, there's something happening All the colors fade I don't want you now, bang, bang, bang, gone Oo, I don't need you now, the seeds are sown Oo, bang-bang, pretty-pretty, bang-bang I don't think so, no, no I don't think so, no, no Bang-bang, bang-bang",04:16,joy,"rock,alternative rock,indie rock",The Stone Roses (20th Anniversary Collector's Edition),3rd May 1989,G Maj,124,-8.42db,4/4,No,33,70,45,54,3,17,3,0,0,0,0,0,0,0,0,0,0,Alanis Morissette,Baba,0.9805662387285545,Turnpike Troubadours,Ringing In the Year,0.9779813002382625,Sex Pistols,Submission,0.9712024021308574
"The-Dream,T.I.",Thats My Shit,"[Intro: The-Dream] You try to make her wyle out I just make her wyl out, wyle out  [Hook: The-Dream] She don't love you cause if she did She wouldn't be all on my phone right now like that's my dick Nigga she don't love you cause if she did She wouldn't be all in the club reppin' like she my bitch Nigga that's my shit, you can't stand it but that's my shit Don't need to be dramatic but that's my shit Let a nigga try to come behind me She met you while tryna find me Try to never mind me Ain't gotta remind me boy that's my shit  [Verse 1: The-Dream] You tryna make her wyl out, I just make 'em wyl out I put that pussy in the rain, you put that pussy in a drought I make her wanna stay, you just make her wanna leave She want me to put a ring on it, with you she don't wanna be seen We've been places that you'll never, ever, ever go I know shit about her that you'll never, ever, ever know I know how to push that button, trust me yall just fuckin' And you gon' say that you don't care but I know you give a fuck [Hook: The-Dream] She don't love you cause if she did She wouldn't be all on my phone right now like that's my dick Nigga she don't love you cause if she did She wouldn't be all in the club reppin' like she my bitch Nigga that's my shit, you can't stand it but that's my shit Don't need to be dramatic but that's my shit Let a nigga try to come behind me She met you while tryna find me Try to never mind me Ain't gotta remind me boy that's my shit  [Verse 2: TI] I call and she comin', you call, hit the button Love it when I shove it and I have it all in her stomach You the type to act ""why you ain't call me or nothin'?"" And I wouldn't have that bitch in the mall with me for nothin' You keep petty conversation We know two words, orgasm and penetration Big dawg, ball to the wall, goin' all in Send her ass back to ya, hope you fall in Kick it with her ratchet friend, you took all ten of 'em With ya to the club and got 'em all in, scrub Bet anything that you would give one day To know the life a real nigga live one day Know what it like when niggas fuck with you for real for running yay And can still hit the streets and get a mil in one day So bet bet, if she met the king The only thing you could be is the next best thing [Hook: The-Dream] She don't love you cause if she did She wouldn't be all on my phone right now like that's my dick Nigga she don't love you cause if she did She wouldn't be all in the club reppin' like she my bitch Nigga that's my shit, you can't stand it but that's my shit Don't need to be dramatic but that's my shit Let a nigga try to come behind me She met you while tryna find me Try to never mind me Ain't gotta remind me boy that's my shit",04:01,joy,hip hop,That’s My Shit,16th January 2015,C# min,95,-11db,4/4,Yes,25,33,75,22,8,8,5,0,0,0,0,0,0,0,0,0,0,"Kris Wu,Jhené Aiko",Freedom,0.9766110435410416,"Cassper Nyovest,Phantom Steeze",Sesfikile,0.9720861003093887,Cheque,Blind,0.9719821074595318
Thin Lizzy,Whiskey In The Jar,"As I was goin' over the Cork and Kerry mountains.    I saw Captain Farrell and his money he was countin'.    I first produced my pistol and then produced my rapier.    I said stand o'er and deliver or the devil he may take ya.        Musha ring dumb a do dumb a da.    Whack for my daddy-o,    Whack for my daddy-o.    There's whiskey in the jar-o.        I took all of his money and it was a pretty penny.    I took all of his money and I brought it home to Molly.    She swore that she'd love me, never would she leave me.    But the devil take that woman for you know she tricked me easy.        Musha ring dumb a do dumb a da.    Whack for my daddy-o,    Whack for my daddy-o.    There's whiskey in the jar-o.        Being drunk and weary I went to Molly's chamber.    Takin' my money with me and I never knew the danger.    For about six or maybe seven in walked Captain Farrell.    I jumped up, fired off my pistols and I shot him with both barrels.        Musha ring dumb a do dumb a da.    Whack for my daddy-o,    Whack for my daddy-o.    There's whiskey in the jar-o.        Now some men like the fishin' and some men like the fowlin',    And some men like ta hear a cannon ball a roarin'.    Me? I like sleepin' specially in my Molly's chamber.    But here I am in prison, here I am with a ball and chain, yeah.        Musha ring dumb a do dumb a da.    Whack for my daddy-o,    Whack for my daddy-o.    There's whiskey in the jar-o.        And I got drunk on whiskey-o    And I love, I love, I love, I love, I love, I love my Molly-o.    ",05:45,sadness,"rock,heavy metal,metal",Shades Of A Blue Orphanage (Deluxe),13th March 1972,G Maj,128,-11.04db,4/4,No,60,69,56,75,4,20,53,0,1,0,0,1,0,0,0,0,0,Thin Lizzy,Whiskey in the Jar,0.9989487363581625,Tori Amos,Girl,0.9649815316103401,Tori Amos,Butterfly,0.9649815316103401
Thomas Headon,Her,"Am I allowed to care if I am looking at someone else? And is it too wrong to like the fact she looks she's doing well?  Though we haven't spoken in a little while It's clear how I could've fell in love And though I seem preoccupied I'll always have the time for her  No, I shouldn't write it down But I don't know how to say Every time we cross paths You make me feel some sort of way  And though some things have changed in the meantime It's clear why I wanted to fall in love And though I seem preoccupied I'll always have the time for her  And when the days have passed And the time, it doesn't come I hope she knows I'm here And I'll wait until it does",02:29,fear,hip hop,The Greatest Hits,27th March 2020,C# Maj,86,-18.31db,4/4,No,14,17,54,28,4,27,85,0,0,1,1,0,0,1,0,0,0,Mulherin,Skeptical,0.9868860438600336,The Narrative,Dont Want to Fall,0.9840137525206811,Niykee Heaton,Go to Sleep Little Baby,0.9838063478246297
Thouxanbanfauni,Make It Count,"[Intro] (We ain't new to this, we true to this) (This is, a Benny & Jets exclusive) Diamonds Cash Can tell you a list of shit Designer  [Hook] I gotta make it count (Count) I make it count (I make it count) I make it count (I make it count) I make it count (I make it count) I gotta make it count (I make it count) It's gotta count (It's gotta count) It's gotta count (It's gotta count) I make it count (I make it count) I gotta make it count (Make it count)  [Verse] I am out I told that bitch if she ain't countin' shit don't be my accountant (Don't be my accountant hoe) All these niggas know they fuck with me I put 'em on them map (I put 'em on the map) Niggas hatin' after that Cause they know I'm runnin' these laps (I'm runnin' these laps) Yeah, young nigga might relapse (Damn) I can't do nothin' after that (I can't) Okay, I need cash, I need bands Get that shit back to back (Get it, get it) Okay, put it in the bag Money in the bag (Bag, bag, bag, bag) Gas in that bag Bag it up, ship it out Okay [?] Fly nigga need them stacks Hol' up, young nigga need them racks (Racks) Hol' up, young nigga got new tax (Bands, bands) Bitch, I want a new hat Okay this is my thinking cap (Yeah) Okay that's just my thinking cap (Yeah) Okay that's just my thinking cap (Yeah) Yeah burnin' after that Burnin' boof after that Took that bitch to the trip, she know she can't refuse that (She can't) Can't even relax Hoe I can't even relax (I can't) I'm so outta my mind, I'm just grinding gettin this cash (Bands, bands) Grinding getting this cash [Hook] I gotta make it count (Count) I make it count (I make it count) I make it count (I make it count) I make it count (I make it count) I gotta make it count (I make it count) It's gotta count (It's gotta count) It's gotta count (It's gotta count) I make it count (I make it count) I gotta make it count (Make it count)",02:15,anger,hip hop,FALL,30th October 2020,G min,128,-12.44db,4/4,Yes,57,42,82,29,36,12,75,0,0,0,0,0,0,0,0,0,0,Thouxanbanfauni,GLOD,1.0000000000000002,Thouxanbanfauni,HOW TF?,0.9999319849850256,Thouxanbanfauni,AyyyOkayokk,0.9999319849850256
Thundercat,Seven,I can see clear across the night Eyes open white burning bright as light  I can see clear across the night Eyes open white burning bright as light  Can you hear the sound of infinity?,02:16,joy,"electronic,funk,soul",Apocalypse,3rd June 2013,G Maj,148,-10.37db,4/4,No,27,69,74,20,8,63,2,75,0,0,0,1,0,0,0,0,0,Panthurr,I Love You Pt. 1,0.9529060225857205,Julien Pastel,Fly Me to the Moon,0.9438430219033482,The Afghan Whigs,Matamoros,0.9438266482432632
Tiki Taane,Lost Yo Mind,"[Intro] OMG, you done lost yo' motherfreakin' mind!  [Chorus] You must have lost yo mind You must've just lost yo mind (Yo mind) You must've just lost yo mind (Yo mind) They told me 'bout all the lies (The lies) I took you back all those times You must have lost yo mind You must've just lost yo mind (Yo mind) That Chloe crop bag ain't mine (Wasn't mine) Many earrings must I find You must've just lost yo mind  [Verse 1] I could shed so many tears But I won't let you see me crying Now it all adds up Even the numbers Let me exactly hear But you you wonder I know how my mama felt Getting ran over But this ain't a cycle here This one is over Something told me to check my time If I'm the one that's always crying [Pre-Chorus] Now that it's over I can move on from here Glad that it's over So glad that it's over I could've told ya It's all in the atmosphere I can't control ya But I'm not a pushover no more  [Chorus] You must have lost yo mind You must've just lost yo mind (Yo mind) You must've just lost yo mind (Yo mind) They told me 'bout all the lies (The lies) I took you back all those times You must have lost yo mind You must've just lost yo mind (Yo mind) That Chloe crop bag ain't mine (Wasn't mine) Many earrings must I find You must've just lost yo mind  [Verse 2] You could shed so many tears But you won't let me see you crying If she really loves ya Than that's what ya need to build I'm more than your woman I know you don't love her I painted it for ya But you picked the colors At night you'll get over Yeah, like you will never I trusted you through all these years And I'm the one that's always crying [Pre-Chorus] Now that it's over I can move on from here Glad that it's over So glad that it's over The melody told ya Exactly the pain I feel Reap what you sow, boy I'm not a pushover  [Chorus] You must have lost yo mind You must've just lost yo mind (You lost it) You must've just lost yo mind (Yo mind) They told me 'bout all the lies (The lies) I took you back all those times You must have lost yo mind You must've just lost yo mind (Yo mind) That Chloe crop bag ain't mine (Wasn't mine) Many earrings must I find You must've just lost yo mind  [Bridge] I always knew you were counterfeit That's what you get I see you crying Excuses after excuses Pretending that we exclusive I stuck around all these years I dried and cried all your tears I trusted you despite my fears And I refuse to keep on trying [Pre-Chorus] Now that it's over I can move over Glad that it's over So glad that it's over You just confirmed it This ain't a warning Been living a double life You must have lost yo mind  [Chorus] You must have lost yo mind You must've just lost yo mind (Yo mind) (You crazy!) You must've just lost yo mind (You crazy!) They told me 'bout all the lies (You lost yo mind!) I took you back all those times (Tell ya one more time!) You must have lost yo mind! (You lost yo mind!) That Chloe crop bag ain't mine (It was not mine!) Many earrings must I find? (Hey!) You must've just lost yo mind You just lost yo mind",02:56,sadness,drum and bass,"Past, Present, Future",22nd October 2007,F# min,120,-10.88db,4/4,No,51,30,93,62,5,9,80,0,0,0,0,0,0,0,0,0,0,Tiki Taane,Cold Duck,0.9999999999999999,Tiki Taane,Tick Tock,0.9999999999999999,Tiki Taane,Ugly ft. nineteen95,0.9999999999999999
Timeflies,Are You Down,"[Verse 1] You know I'm not so confrontational I get so lost in conversation when I'm with you I don't know why I'm so insatiable And you can't help but keep me waiting, now it's your move  [Hook] Look to the sky, I'm feeling vibes Are you down tonight, are you down tonight? Let down your guard, show me your scars Are you down tonight, are you down tonight? Are you-  [Verse 2] Let's skip this part, where we talk about nothing like it's something You can let down your guard, 'cause we only get real when we get real drunk And I know it must be hard, thinking like you can't Oh god, just trust me If you're feeling what I'm feeling, can we stop looking for reasons?  [Hook] Look to the sky, I'm feeling vibes Are you down tonight, are you down tonight? Let down your guard, show me your scars Are you down tonight, are you down tonight? Are you- [Verse 3] Let me rock your body, l-l-like a 95 She's waving to her friends, t-t-time to say goodbye She hops up in my ride, s-s-slide it to the side She said ""Cal, only thing that's getting swallowed is your pride"" Damn, keep her up all night, cold brew Blowing spirit bombs, on my, on my, on my Goku Higher and higher and higher Like there's no roof Call me Superman, 'cause I'm hopping out the phone booth  [Hook] Look to the sky, I'm feeling vibes Are you down tonight, are you down tonight? Let down your guard, show me your scars Are you down tonight, are you down tonight? Are you-",03:05,anger,"pop,rap,electro",Are You Down,23rd February 2018,E Maj,120,-6.53db,4/4,No,16,42,84,57,17,45,1,0,0,0,0,0,0,0,0,0,0,"Mikey Wax,Achtabahn",Bottle of Jack,0.9515535083309726,Lawrence Sahayam,IMSUPARAW,0.9465545842483476,"Empire Cast,Jussie Smollett",Come Away With Me,0.9458147426921213
