Artist(s),song,text,Length,emotion,Genre,Album,Release Date,Key,Tempo,Loudness (db),Time signature,Explicit,Popularity,Energy,Danceability,Positiveness,Speechiness,Liveness,Acousticness,Instrumentalness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Exercise,Good for Running,Good for Yoga/Stretching,Good for Driving,Good for Social Gatherings,Good for Morning Routine,Similar Artist 1,Similar Song 1,Similarity Score 1,Similar Artist 2,Similar Song 2,Similarity Score 2,Similar Artist 3,Similar Song 3,Similarity Score 3
Patti Smith,Notes To The Future,"Listen my children and you shall hear    The sound of your own steps    The sound of your hereafter    Memory awaits and turns to greet you    Draping its banner across your wrists    Wake up arms    Delicate feet    For as one to march the streets        Each alone, each part of another    Your steps shall ring    Shall raise the cloud    And they that will hear will hear    Will hear voice of the one    And the one and the one    As it has never been uttered before        For something greater yet to come    Then the hour of the prophets    And their great cities        For the people of Ninevah    Fell to their knees    Heeding the cry of Jonah    United    Covering themselves in sackcloth and ashes    And called to their god        And all their hearts were as one heart.    And all their voices were as one voice.        God heard them and his mind was moved.        Yet something greater will come to pass.    And who will call?    And what will they call?    Will they call to God?    The air?    The fowl?        It will not matter, if the call is true.    They shall call and this is known.    One voice and each another    Shall enter the dead, the living flower,    Enter forms that we know not.    To be felt by sea,    By air,    By earth    And shall be an elemental pledge.        This is our birthright.    This is our charge.    And we have given over to others.    And they have    Not    Done    Well        And the forests mourn.    The leaves fall.        Swaddling babes watch and wonder    As the fathers of our spirit nations    Dance in the street in celebration    As the mountains turn pale from    Their nuclear hand    And they have    Not    Done    Well        Now my children    You must overturn the tables    Deliver the future from material rule    For only one rule should be considered        The eleventh commandment    To love one another    And this is our covenant across your wrist        This offering is yours    To adorn, adore    To bury    To burn    Upon a mound        To hail    To set away        It is merely a cloth,    Merely our colors,    Invested with the blood of the people    All their hopes and dreams.        Our flag    It has its excellence    Yet it is nothing    It shall not be a tyranny above us        Nor should god    Nor love    Nor nature        Yet we hold as our pleasure this tender honor    That we acknowledge the individual    And the common ground formed        And if our cloth be raised and lowered    Half mast    What does it tell us?        That an individual has passed    Is saluted    And mourned by his countrymen.        This ritual extends to us all.    For we are all the individual.        No unknown.    No insignificant one    Nor insignificant labor    Nor insignificant act of charity        Each has a story to be told and retold    Which shall be a glowing thread    In the fabric of Man        And the children shall march    And bring the colors forward    Investing within them        The redeeming blood    Of their revolutionary hearts.    ",6:05,love,"garage rock,punk rock,rock",Land (1975-2002),19th March 2002,D Maj,85,-15.49db,4-Mar,No,6,19,62,19,81,75,83,0,0,0,0,0,0,0,0,0,0,Jeff Buckley,Be Your Husband,0.942729994,Leonard Cohen,Recitation W/ N.L.,0.937839485,Leonard Cohen,A Thousand Kisses Deep - Recitation w/ N.L. Live in London,0.937839485
Patti Smith,One Voice,"In the garden of consciousness    In fertile mind there lies the dormant seed    When blooming as charity    Conscience breathes a sigh of relief        The confessions of sleep    The awakening seed    Moved by love to serve    We celebrate all        Merit in life    Ah, the confessions of sleep    Unfolding peace    As we extend        According to need    And you will hear the call    All action great and small    Received joyfully        Heaven abounds    Let love resound    If he be mute    Give him a bell        If he be blind, an eye    It he be down, a hand    Lift up your voice    Lift up your voice        Lift up your voice    Give of your mind one mind    Give of your heart one heart    Give of your voice        One voice    ",4:04,joy,"garage rock,punk rock,rock",Gung Ho,13th March 2024,D Maj,174,-6.37db,4-Mar,No,11,78,31,31,3,31,0,0,0,0,0,0,0,0,0,0,0,Frightened Rabbit,Set You Free,0.980972133,Arthur Shelley,Little Known Facts 1999,0.977159493,Sons Of Texas,September,0.976903997
Patti Smith,Pumping,"Oh I see you stare spi-pi-pi-pi-pi-pi (spiraling) up there and ho,    Oh, into the center of my brain, and baby come, baby go    And free the hurricane, oh, I go into the center of the airplane    Baby gotta move to the center of my pain    And my heart starts pumping, my fists start pumping    Upset, total abandon, you know I love you so    Total abandon, ooh, walla walla walla,        Oh I see you stare spi-pi-pi-pi-pi-pi (spiraling) up there and ho,    Oh, into the center of my brain and baby come, baby go    And free the hurricane, oh I go into the center of the airplane,    Baby gotta box in the center of the ring    And my heart starts pumping, my fists start pumping    Upset, total abandon, you know I love you so.    Total abandon, ooh wah        Oh I go into the center of the airplane,    Baby gotta go to the center of my brain    And my heart starts pumping, my fists start pumping,    Got no recollection of my past reflection,    So I'm free to move in the resurrection.    My heart starts pumping, my fists start pumping,    My heart pumping, my heart pumping, my heart pumping        Coming in the airport, coming in the sea,    Coming in the garden, got a conscious stream,    Coming in a washroom, coming on a plane,    Coming in a force field, coming in my brain    And my heart, my heart,    Total abandon, total abandon, total abandon,    Total abandon, total abandon, total abandon,    Total abandon        Oh I go into the center of the airplane,    Baby gotta move to the center of my brain,    My heart oh    ",3:21,anger,"garage rock,punk rock,rock",Radio Ethiopia,13th March 1976,F# Maj,155,-7.2db,4-Apr,No,29,96,45,77,5,42,13,0,0,0,0,0,0,0,0,0,0,The Gits,Bob Cousin O.,0.987428364,Larry and His Flask,This Remedy,0.982585803,Larry and His Flask,Breaking Even,0.98204461
Patti Smith,Radio Baghdad,"Suffer not Your neighbor's affliction    Suffer not Your neighbor's paralysis    But extend your hand Extend your hand    Lest you vanish in the city And be but a trace    Just a vanished ghost And your legacy    All the things you knew Science, mathematics, thought    Severely weakened Like irrigation systems    In the tired veins forming From the Tigris and Euphrates    In the realm of peace All the world revolved    All the world revolved Around a perfect circle    City of Baghdad City of scholars    Empirical humble Center of the world    City in ashes City of Baghdad    City of Baghdad Abrasive aloof        Oh, in Mesopotamia Aloofness ran deep    Deep in the veins of the great rivers    That form the base Of Eden    And the tree The tree of knowledge    Held up its arms To the sky    All the branches of knowledge All the branches of knowledge    Cradling Cradling    Civilization In the realm of peace    All the world revolved Around a perfect circle    Oh Baghdad Center of the world    City of ashes With its great mosques    Erupting from the mouth of god Rising from the ashes like    a speckled bird Splayed against the mosaic sky    Oh, clouds around We created the zero    But we mean nothing to you You would believe    That we are just some mystical tale We are just a swollen belly    That gave birth to Sinbad, Scheherazade We gave birth    Oh, oh, to the zero The perfect number    We invented the zero And we mean nothing to you    Our children run through the streets    And you sent your flames Your shooting stars    Shock and awe Shock and awe    Like some, some Imagined warrior production    Twenty-first century No chivalry involved    No Bushido        Oh, the code of the West Long gone    Never been Where does it lie?    You came, you came Through the west    Annihilated a people And you come to us    But we are older than you You come you want to    You want to come and rob the cradle    Of civilization And you read yet you read    You read Genesis You read of the tree    You read of the tree Beget by god    That raised its branches into the sky Every branch of knowledge    Of the cradle of civilization        Of the banks of the Tigris and the Euphrates    Oh, in Mesopotamia Aloofness ran deep    The face of Eve turning What sky did she see    What garden beneath her feet The one you drill    You drill Pulling the blood of the earth    Little droplets of oil for bracelets Little jewels    Sapphires You make bracelets    Round your own world We are weeping tears    Rubies We offer them to you    We are just Your Arabian nightmare    We invented the zero But we mean nothing to you    Your Arabian nightmare        City of stars    City of scholarship    Science City of ideas    City of light City    City of ashes That the great Caliph    Walked through His naked feet formed a circle    And they built a city    A perfect city of Baghdad    In the realm of peace    And all the world revolved    And they invented And they mean nothing to you    Nothing to you Nothing        Go to sleep Go to sleep my child    Go to sleep And I'll sing you a lullaby    A lullaby for our city A lullaby of Baghdad    Go to sleep Sleep my child    Sleep Sleep    Run Run        You sent your lights Your bombs    You sent them down on our city Shock and awe    Like some crazy T.V. show        They're robbing the cradle of civilization    They're robbing the cradle of civilization    They're robbing the cradle of civilization        Suffer not The paralysis of your neighbor    Suffer not But extend your hand    ",12:15,sadness,"garage rock,punk rock,rock",Trampin',22nd April 2004,A Maj,118,-9.4db,4-Apr,No,8,49,42,14,5,35,2,0,0,0,0,0,0,0,0,0,0,Marillion,Interior Lulu,0.982774628,Current 93,Hitler As Kalki,0.981670916,Circle Takes the Square,North Star Inverted,0.98075822
Patti Smith,Ravens,Common fortune seeks us all    And slips our binding rings    We'll turn our heads    And make us reel    We'll bare our arms as wings        Before our feet a feather drifts    Beyond us it will fall    Cause time will bid and make us rise    Make ravens of us all        My love he breathed the air of kings    Yet fell beneath his luck    And in his heart a yearning yet    Before his time time shook    All the gifts that God had gave    And those by fate denied    Gone to where all treasures laid    And where the raven flies        Oh there are places I agree    Where I have yet to roam    The Egyptian field    The arctic sea where shadows    Haunt and moan    But none but sky    I have to go    Should I return to thee    Gone to where the feather flies    To all eternity    But for a time I got more time    Till I a raven be        'Cause time will bid and make us rise    Make ravens of us all    And time will bid and make us fly    Make ravens of us all    And time will bid and make us fly    Make ravens of us all    ,3:56,love,"garage rock,punk rock,rock",Gone Again,13th March 1996,D Maj,176,-9.45db,4-Mar,No,12,43,31,12,3,13,14,0,0,0,0,0,0,0,0,0,0,Run River North,Seven,0.992839704,"Riverdale Cast,KJ Apa",The Song That Everyone Sings,0.990787723,"Waving, Not Drowning",Drowning,0.98986806
Patti Smith,Revenge,"I feel upset.    Let's do some celebrating.    Come on honey, don't hesitate now.    Needed you, you withdrew, I was so forsaken.    Ah, but now the tables have turned, my move.    I believe I'll be taking my revenge.    Sweet revenge.    I thought you were some perfect read-out.    Some d-digital delay had obscured    And phased my view of the wicked hand you played.    Ah, the sands and hands of time have run out, run out, ah you better face it.    Ah, this thing's run amok, this luck    I do know how to replace it with revenge.    Oh, sweet revenge.    I gave you a wristwatch, baby.    You wouldn't even give me the time of day.    You want to know what makes me tick.    Now it's me that's got precious little to say.    For the ghosts of our love have dried have died.    There's no use faking it.    Ah, the spirits gonna close in on you tonight.    High time I was taking my revenge.    Sweet revenge.    Revenge. Revenge.    all the gold and silver couldn't measure up my love for you. it's so  immaterial. I don't wait around for you. [ ] [ ] nobody gets anything. nobody  gets nothing. no [ ] don't leave me no space in your little boat you ain't  gonna need no you ain't gonna need no little boat you are living on my time my  dear.    Revenge. Sweet revenge. Sweet sweet revenge. . .    ",5:04,anger,"garage rock,punk rock,rock",Wave,13th March 1979,G# Maj,80,-11.14db,4-Mar,No,32,59,22,15,3,6,0,6,0,0,0,0,0,0,0,0,0,"Tritonal,Dylan Matthew,Au5",Happy Where We Are,0.985265141,"Zayde Wølf,Neoni",Oblivion,0.982196444,Kishi Bashi,Beat the Bright Out of Me,0.979277492
Patti Smith,Soul Kitchen,"[Originally by The Doors]        Well, the clock says it's time to close now    I guess I'd better go now    I'd really like to stay here all night    The cars crawl past all stuffed with eyes    Street lights share their hollow glow    Your brain seems bruised with numb surprise    Still one place to go    Still one place to go        Let me sleep all night in your soul kitchen    Warm my mind near your gentle stove    Turn me out and I'll wander baby    Stumblin' in the neon groves        Well, your fingers weave quick minarets    Speak in secret alphabets    I light another cigarette    Learn to forget, learn to forget    Learn to forget, learn to forget        Let me sleep all night in your soul kitchen    Warm my mind near your gentle stove    Turn me out and I'll wander baby    Stumblin' in the neon groves        Well the clock says it's time to close now    I know I have to go now    I really want to stay here    All night, all night, all night    ",3:45,sadness,"garage rock,punk rock,rock",Twelve,17th April 2007,A Maj,97,-7.49db,4-Apr,No,18,44,75,30,3,11,2,0,0,0,0,0,0,0,1,0,0,IYAMAH,Seasons,0.995331182,Betty Who,Stop Thinking About You,0.991037441,"ZUHAIR,IconicBeats",Cant Let You Go,0.985029787
Patti Smith,Strange Messengers,I looked upon the book of life    Tracing the lines of face after face    Looking down at their naked feet    Bound in chains bound in chains    Chains of leather chains of gold    We knew it was wrong but we looked away    And paraded them down the colonial streets    And that's how they became enslaved        They came across on the great ships    Mothers separated from their babes    Husbands stood on the auction block    Bound in chains bound in chains    Chains of leather chains of gold    Men knew it was wrong but they looked away    And led them to toil in fields of white    As they turned their necks to a bitter landscape        Oh the people I hear them calling    Am I not a man and a brother    Am I not a woman and a sister        History sends us such strange messengers    They come down through time    To embrace to enrage    And in their arms even stranger fruit    And they swing from the trees    With their vision in flames    Ropes of leather ropes of gold    Men knew it was wrong but they looked away    Messengers swinging from twisted rope    As they turned their necks to a bitter landscape        Oh the people I hear them calling    Am I not a man and a brother    Am I not a woman and a sister    We will be heard we will be heard    ,8:02,fear,"garage rock,punk rock,rock",Gung Ho,13th March 2024,C Maj,80,-6.75db,4-Apr,No,11,63,45,31,3,10,12,0,0,0,0,0,0,0,0,0,0,SOS,Coke Head,0.986427541,Peter Hammill,Time Heals,0.98448901,Leeland,The Sending Live,0.983758392
Patti Smith,Stride Of The Mind,"I took a walk out to the sun But I just, just couldn't take it    I followed a dream It was circular    But I just, just could not fake it        Step to the left the left the left Step to the right the right the right    Pick up the sign the sign the sign For a stride of the mind the mind        Simon of the desert blew into town On the scalding tail of a bright cold wind    Slipped through the sand Footprints emerged    Where no one was walking Simon had been        Dropped from heaven To a ready made world    Said I'm no Sufi But I'll give it a whirl    We booked passage on the Book of the Dead    Time to travel Simon said        Step to the left the left the left Step to the right the right the right    Pick up the sign the sign the sign On the stride of the mind the mind the mind        Come on move where dreams increase Where every man is a masterpiece    If you want to be counted As another kind    And you're true, pursue Stride of the mind the mind the mind...        He bowed three times Removed his fez    Pointed to heaven And Simon says    The mind the mind the mind Pick up the sign the mind the mind    It's a vertical climb the climb the climb Stride of the mind the mind the mind    Pick up the sign the sign the sign It's a vertical climb the climb    Take it in stride    ",3:36,anger,"garage rock,punk rock,rock",Trampin',27th April 2004,D Maj,127,-5.3db,4-Apr,No,5,88,64,81,3,34,0,0,0,0,0,1,0,0,0,0,0,The Anomalies,Margarita,0.985521208,Veruca Salt,Perfect Love,0.979977683,of Montreal,Apollyon Of Blue Room,0.978474396
Patti Smith,This Is The Girl,"This is the girl    For whom all tears fall    This is the girl    Who was having a ball    Just a dark smear masking the eyes    Spirited away, hurrying inside        This is the girl    That crossed the bind    This is the song about smothering vine    Twisted as laurels to crown her head    Raised as a reef upon her bed        This is the girl    This the blind that turned in wine    This is the wine of the house, it is said    This is the girl who yearned to be heard    So much for cradling a smouldering bird        This is the girl    This is the girl        This is the girl    For whom all tears fall    This is thegdirl    Who was having a ball    This is the girl    For whom all tears have shed    This is the wine of the house, it is said        This the blind that turned in wine    This is the wine of the house, it is said    This is the girl who yearned to be heard    So much for cradling a smouldering bird        This is the girl    This is the girl    This is the girl    ",3:49,love,"garage rock,punk rock,rock",Banga,1st June 2012,A# Maj,96,-10db,4-Mar,No,27,38,60,26,2,17,68,0,0,1,0,0,0,0,0,0,0,Patti Smith,This Is the Girl,0.999765964,Steven Curtis Chapman,Listen to Our Hearts,0.993547097,Norman Connors,Invitation,0.993400285
Patti Smith,Trespassers,Life is designed    With unfinished lines    That another sings    Each story unfolds    Like it was gold    Upon a ragged wing        The bold and the fair    Suffer their share    He whispered to his kin    All of my debts    Left with regrets    I'm sorry for everything        Trespasses stretch like broken fences    Winding as they may    Trespasses stretch like broken fences    Hope to mend them one day        And she pinned back her hair    Shouldered with care    The burdens that were his    Mending the coat    That hung on the post    In heart remembering        Trespasses stretch like broken fences    Winding as they may    Trespasses stretch like broken fences    Hope to mend them one day        And her time was to come    Called to her son    This your song to sing    All of our debts    Wove with regrets    Upon a golden string    And he found the old coat    Hung on a post    Like a ragged wing    And took as his own    The sewn and unsown    Joyfully whistling    ,3:24,sadness,"garage rock,punk rock,rock",Easter,13th March 1978,B min,124,-7.75db,4-Apr,No,70,76,47,47,4,12,5,0,0,0,0,0,0,0,0,0,0,Patti Smith,It Takes Time,1,Patti Smith,Memorial Tribute,1,Patti Smith,Because The Night,1
Patti Smith,Up There Down There,"Up there    There's a ball of fire    Some call it the spirit    Some call it the sun    Its energies are not for hire    It serves man    It serves everyone    Down there where Jonah wails    In the healing water    In the ready depths    Twisting like silver swans    No line of death no boundaries        Up there    The eye is hollow    The eye is winking    The winds ablaze    Angels howling    The sphinx awakens    But what can she say    You'd be amazed        Down there    Your days are numbers    Nothing to fear    There will be trumpets    There will be silence    In the end the end    Will be here just here        Ah the borders of heaven    Are zipped up tight tonight    The abstract streets    The lights like some switched on Mondrian    Cats like us are obsolete    Hey Man don't breathe on my feet    Thieves, poets we're inside out    And everybody's a soldier    Angels howl at those abstract lights    And the borders of heaven    Are zipped up tight tonight        Up there    There's a ball of fire    Some call it the spirit    Some call it the sun    Its energies are not for hire    It serves man    It serves everyone    The air we breathe    The flame of wisdom    The earth we grind    The beckoning sea    It's no mystery    Not sentimental    Ah the equation    It's all elemental        The world is restless    Heaven in flux    Angels appear    From the bright storm    Out of the shadows    Up there, down there    But what can we say    Man's been forewarned        All communion is not holy    Even those that fall    They can prophet understanding    It's all for man    It's for everyone    It's up there, down there    Everywhere    Everywhere    Time for communion    Time for communion    Talking communion    ",4:49,fear,"garage rock,punk rock,rock",Dream Of Life,13th March 1988,F min,128,-7.95db,4-Apr,No,21,86,59,70,4,8,21,0,0,0,0,1,0,0,0,0,0,Bob Dylan,Something There Is About You,0.992165126,Widespread Panic,Time Zones,0.991908355,Michael W. Smith,Cross Of Gold,0.987548991
Patti Smith,Upright Come,Hail brother    The distant thunder    Is nothing but hearts    Beating as one    Dance of a million    On God's pavilion    Come come    Beat on your drum        Awake people arise    Awake upright come    Fortune is falling like    Tears from the skies    Open your eyes        Hail sister    Come on over    To shape reshape    Things to come    Bow your head    Raise your lantern    Come come    Beat on your drum        Awake people arise    Awake upright come    Fortune is falling like    Tears from the skies    Open your eyes        United action is what we need    Time to say that everything is going to be    Wasted icons wasted lives    Like war obsolete        Awake people arise    Awake upright come    Fortune is falling like    Tears from the skies    Open your eyes        These are the times    The times of our own    These are the shapes    The world we formed    Swift is the arrow    Dark is the thorn    The slate is clean    The future awaits    Awake    ,2:58,sadness,"garage rock,punk rock,rock",Gung Ho,13th March 2024,D Maj,120,-5.09db,4-Apr,No,8,85,30,60,4,34,1,0,0,0,0,0,0,0,0,0,0,Bee Gees,All By Myself,0.983555878,Buzzcocks,Just Lust,0.980756142,The Cribs,What Have You Done For Me?,0.976959832
Patti Smith,Walkin Blind,"I walk it up    I walk it down    I know not what I do        Your love is a sword    Made of folded gold    In the shape of my heart        I walk it up    Walkin' blind    Walkin' blind        All I heard was him    All I saw were eyes    By the world begun        I walk it down    Walkin' blind    Walkin' blind        Angel falling, angel blessed    Sister how fair is your love    I know not what I do        Walkin' blind    Walkin' blind        From the face of love to love    From the face of love to love    ",3:24,joy,"garage rock,punk rock,rock",Easter,13th March 1978,B min,124,-7.75db,4-Apr,No,70,76,47,47,4,12,5,0,0,0,0,0,0,0,0,0,0,Patti Smith,Easter,0.998457132,Patti Smith,Everybody Hurts,0.998457132,Mitski,Nobody,0.984909752
Patti Smith,We Three Kings,"We three kings of orient are, bearing gifts we traverse afar    Field and fountain, moor and mountain, following yonder star.        Oh, star of wonder, star of night, star with royal beauty bright.    Westward leading, still proceeding,    Guide with thy perfect light.        Born a King on Bethlehem's plain,    Gold I bring to crown him again    King for ever, ceasing never over us all to reign. .....        Frankincense to offer have I, incense owns a Deity nigh    Pray'are and praising, all men raising,    Worship him, God most high, oh.....        Myrrh is mine, its bitter perfume breathes a life of    gathering gloom.    Sorrowing, sighing, bleeding, dying, sealed in the stone cold tomb.        (all Glorious now behold him arise, king and God and sacrifice    Alleluia, alleluia, heaven to earth replies...    ",5:47,joy,"garage rock,punk rock,rock",A Very Special Christmas 3,23rd September 1997,E min,92,-11.44db,4-Apr,No,20,40,17,17,3,11,40,0,0,0,0,0,0,0,0,0,0,"Gary Sadler,Kelly Willard",Awesome In This Place,0.979240705,Air Supply,When The Time Is Right,0.977028287,Hillsong Worship,I Will Bless You Lord,0.975529801
Patti Smith,Where Duty Calls,In a room in Lebanon    They silently slept    They were dreaming crazy dreams    In foreign alphabet    Lucky young boys    Cross on the main    The driver was approaching    The American zone    The waving of hands    The tiniest train    They never dreamed    They'd never wake again        Voice of the Swarm    We follow we fall    Some kneel for priests    Some wail at walls    Flag on a match head    God or the law    And they'll all go together    Where duty calls        United children    Child of Iran    Parallel prayers    Baseball Koran    I'll protect Mama    I'll lie awake    I'll die for Allah    In a holy war    I'll be a ranger    I'll guard the streams    I'll be a soldier    A sleeping Marine        Refrain        In the heart of the ancient    Ali smiles    In the soul of the desert    The sun blooms    Awake    Into the glare of all out little wars    Who pray to return to salute    The coming and dying of the moon    Oh sleeping sun        Assassin in prayer    Laid a compass deep    Exploding dawn    And himself as well    Their eyes for his eyes    Their breath for his breath    All to his end        And a room in Lebanon    Dust of scenes    Erase and blend    May the blanket of Kings    Cover them and him        Forgive them Father    They know not what they do    From the vast portals    Of their consciousness    They're calling to you    ,7:48,fear,"garage rock,punk rock,rock",Dream Of Life,13th March 1988,A Maj,141,-12.51db,4-Apr,No,16,47,46,29,4,14,6,0,0,0,0,0,0,0,0,0,0,Planetshakers,I Want Jesus Live,0.983457447,Michael W. Smith,Build My Life,0.982073265,"Bethel Music,Jenn Johnson",Come to Me Live,0.982030722
Patti Smith,Whirl Away,"Hello friend, I've come a callin'    Passively stationed, active patrol    Slidin' in at high noon like some reluctant sheriff    Not wanna get involved in it all    Who stands guard for each other?    Why must we guard anything at all?    Anything at all    From the earth's four corners the people are calling    Forming equations but the questions are hard    All men are brothers, killing each other    And Mother Earth is wringing in wonder    Who stands guard for each other?    Oh, why must we guard anything at all?    Anything at all    Whirl away now    Whirl away now    Whirl away now    Whirl away    There's a cross on the road, there's a great mill turnin'    Some seeking answers, some born to dancers    You can hold on the blade and turn around forever    Be flung into space into another kind of grace    Who stands guard for each other?    Oh, why must we guard anything at all?    Anything at all    Whirl away now    Whirl away now    Whirl away now    Whirl away    Whirl away now    Whirl away now    Whirl away now    Whirl away    Give [Incomprehensible]    Some giveth their hand    Some giveth their land    Some giveth their life    You lay in the fields of grain, the staff of life all around you    But yet you, you will cut someone down    For their possessions, some material thing    And our children they're being blown away like wishes in the wind    For the sake of their coat    Or the colors of their coat    Or the color of their skin    Or the name on their shoes    And the mother cries    ""Why they taken my son?""    And the father wonders    ""Are they taking my boy?""    He extended his hand    He gave them his land    He gave them his bread    He gave them his heart    Said, ""Hello friend""    Hello friend    Hello friend    Hello friend      ",5:01,fear,"garage rock,punk rock,rock",Peace & Noise,30th September 1997,C# min,108,-7.62db,4-Apr,No,13,56,62,66,3,9,11,0,0,0,0,0,0,0,1,0,1,Quarterflash,Shakin' The Jinx,0.996970644,Minus the Bear,Dinosaur,0.988732446,Uriah Heep,Feels Like,0.9855031
Patti Smith,Within You Without You,"We were talking    About the space between us all    And the people    Who hide themselves behind a wall    Of illusion, never glimpse the truth    Then it's far too late, when they pass away    We were talking    About the love we all could share    When we find it    To try our best to hold it there    With our love, with our love    We could save the world if they only knew    Try to realize it's all within yourself    No one else can make you change    And to see you're really only very small    And life flows on within you and without you    We were talking    About the love that's gone so cold    And the people    Who gain the world and lose their soul    They don't know, they can't see    Are you one of them?    When you've seen beyond yourself then you may find    Peace of mind is waiting there    And the time will come when you see we're all one    And life flows on within you and without you      ",4:51,sadness,"garage rock,punk rock,rock",Twelve,17th April 2007,D Maj,163,-9.13db,4-Mar,No,19,44,34,4,4,19,1,4,0,0,0,0,0,0,0,0,0,Red,The Mask Slips Away,0.983355868,Miserable,Cheap Ring,0.983307591,black midi,Crows Perch,0.982113301
"Patti Smith,Jay Dee Daugherty,Lenny Kaye",As The Night Goes By,"Darlin' come under cover    Another night to discover    Let's slip where senses gather    Let's drift between the sea and sky    As the night goes by        Sands shift    Orchids so strange    In the moonlight    Brushing our faces    Places where love blooms    And dies    While the night goes by    Oh, and the spirits call    Sun upon your shadows fall    Tracing every breath we draw        Come into my dreams    Come into my dreams    Darlin' let's go where the night goes    Let's drift where senses gather    Let's make this night last forever    Into my dreams    Into my dreams        Darlin' let's go    Where the night goes    Time slips    Oh darlin' how it flies    When the night goes by        All through the night    Sirens call    Come to me    I'll come to you    As the night softly    goes by bye        Midnight    Moon on our shoulder    Daybreak    Another one older    Darlin' heavenly blue    Glories fade into view        Let's go    Under the stars    That are beating    Under the moonlight    Stars shoot    Dusk just a whisper    Make this night    Last forever    Oh how I wonder    Where the night goes    Oh Let's wonder    Where the night goes    As the night goes    By bye    By bye    ",5:19,fear,hip hop,Dream Of Life,13th March 1988,E Maj,123,-14.74db,4-Apr,No,16,29,78,42,4,5,26,0,0,0,0,0,0,0,0,0,0,Marvin Dolo,How to Move,0.984303728,Holly Near,I Aint Afraid,0.980550546,Incognito,Skin On My Skin,0.977812575
Patto,Tell Me Where Youve Been,"Tell me where you been Tell me where you're running from I wanna know where to find you I wanna know where you're coming from Where you're coming from  Tell me where you been Tell me what you can do Do you want me to tell you That I already knew What I already knew  Tell me where you been How come you disappeared How come you didn't tell me Or whisper in my ear I'm getting out of here  Tell me where you been I nearly wore out my eyeballs I didn't know where to find you Oh, I didn't like it at all No, not one little bit Not at all Tell me where you been Tell me what you saw Well, did you make it alright Or did you run into the law Tell me did you run into the law  Tell me where you been I wanna hear your story And make the details gory I wanna hear the truth now In all its glory, hallelujah  Tell me where you been Tell me what you're running from What you done is behind you Well, what you want has just begun Yeah, what you need has just begun  Tell me where you been Put yourself in my place How'd you manage to lose me Come on, tell me to my face  Yeah, to my face Tell me where you been Has it all been a dream Do you want me to wake up Wake up and tell you what I've seen Exactly what I've seen Tell me where you been You've been away so long I've been meaning to tell you Goodbye, so long",3:21,sadness,progressive rock,Give It All Away: The Albums 1970-1973,28th May 2021,C Maj,98,-17.02db,4-Apr,No,0,52,68,83,7,8,66,17,0,0,0,0,0,0,0,0,0,Air Supply,Ain't It A Shame,0.970390909,Clay Orange,Orange,0.966856279,Anne Murray,Marys Little Boy Child,0.950596085
Patty Griffin,Heavenly Day,"Oh heavenly day All the clouds blew away Got no trouble today With anyone  The smile on your face I live only to see It's enough for me, baby It's enough for me  Oh, heavenly day, heavenly day, heavenly day  Tomorrow may rain with sorrow Here's a little time we can borrow Forget all our troubles in these moments so few All we've got right now, the only thing that, all that we really have to do Is have ourselves a heavenly day Lay here and watch the trees sway Oh, can't see no other way, no way, no way Heavenly day, heavenly day, heavenly day No one at my shoulder bringing me fears Got no clouds up above me bringing me tears Got nothing to tell you, I've got nothing much to say Only I'm glad to be here with you On this heavenly, heavenly, heavenly, heavenly Heavenly day All the trouble's gone away For a while anyway For a while anyway Heavenly day, heavenly day, heavenly day Heavenly day, heavenly day, heavenly day",3:45,joy,"alternative rock,folk,country",Children Running Through,6th February 2007,B Maj,184,-7db,4-Mar,No,45,36,30,39,3,12,80,0,0,0,0,0,0,0,0,0,0,Adeaze,Gospel freestyle..,0.992869964,"The Fisherman’s Friends,Imelda May",The White Rose,0.991971044,Adeaze,How Good Is Your Love,0.991660002
Patty Griffin,Let Him Fly,[Verse] Ain't no talking to this man Ain't no pretty other side Ain't no way to understand the stupid words of pride It would take an acrobat and I already tried all that So I'm gonna let him fly Things can move at such a pace The second hand just waved goodbye And though the light has left his face But you can't recall just where or why So there was really nothing to it I just went and cut right through it I said I'm gonna let him fly There's no mercy in a live wire No rest at all in freedom Choices we are given It's no choice at all The proof is in the fire You touch before it moves away But you must always know How long to stay and when to go And there ain't no talking to this man He's been trying to tell me so It took a while to understand The beauty of just letting go Cause it would take an acrobat and I already tried all that [Outro] I'm gonna let him fly I'm gonna let him fly I'm gonna let him fly,3:11,sadness,"alternative rock,folk,country",NOW Folk Classics,15th May 2020,D Maj,111,-7.75db,4-Apr,No,28,23,50,42,4,10,80,0,0,0,0,0,0,0,0,0,0,Patty Griffin,Not Alone,1,Luke Kelly,The night visiting song,0.993141235,Xavier Rudd,Before I Go,0.99252236
